review,guest_satisfaction_overall,accuracy_rating,cleanliness_rating,location_rating,value_rating,new_price,log_price
39,97,10,10,10,10,105,-0.0821562185883522
41,97,10,10,10,10,103,-0.1117694079875946
42,97,10,10,10,10,101.83333587646484,-0.1293099969625473
43,95,10,10,10,10,101.83333587646484,-0.1293099969625473
43,95,10,10,10,10,102.83333587646484,-0.11426293104887009
47,95,10,10,10,9,100.66666412353516,-0.14705397188663483
51,95,10,10,10,9,99.66666412353516,-0.16242630779743197
51,95,10,10,10,9,98.5,-0.180557981133461
51,95,10,10,10,9,99.66666412353516,-0.16242630779743197
52,95,10,10,10,9,96.5,-0.2121455669403076
52,95,10,10,10,9,88.83333587646484,-0.33961495757102966
13,95,10,10,10,9,113.5,0.03770924359560013
13,95,10,10,10,9,115.66666412353516,0.06682681292295456
13,95,10,10,10,9,114.5,0.05121657624840736
13,91,10,10,10,9,113.5,0.03770924359560013
14,89,9,10,10,9,113.33333587646484,0.03544627502560615
15,88,9,10,10,9,113.5,0.03770924359560013
15,88,9,10,10,9,111.33333587646484,0.00802997220307588
15,88,9,10,10,9,110.16666412353516,-0.0081911627203226
15,88,9,10,10,9,109,-0.02458484657108783
17,88,9,10,10,9,107,-0.053101796656847
1,100,10,10,10,10,80,-0.500890851020813
1,100,10,10,10,10,80,-0.500890851020813
1,100,10,10,10,10,85,-0.4075385928153992
1,100,10,10,10,10,85,-0.4075385928153992
1,100,10,10,10,10,85,-0.4075385928153992
1,100,10,10,10,10,85,-0.4075385928153992
1,100,10,10,10,10,85,-0.4075385928153992
1,100,10,10,10,10,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
2,90,9,8,10,8,85,-0.4075385928153992
18,90,9,9,10,9,77.33333587646484,-0.5530940890312195
1,100,10,10,10,10,74,-0.6209391951560974
1,100,10,10,10,10,73,-0.6418896317481995
2,100,10,9,10,9,38,-1.6472115516662598
7,98,10,10,9,10,51.5,-1.1791064739227295
7,98,10,10,9,10,51.5,-1.1791064739227295
10,97,10,10,9,10,52.5,-1.149492859840393
11,96,9,10,9,9,52.5,-1.149492859840393
12,95,9,10,9,9,52.5,-1.149492859840393
12,95,9,10,9,9,52.5,-1.149492859840393
13,95,10,10,9,10,52.5,-1.149492859840393
15,96,10,10,9,10,52.5,-1.149492859840393
15,96,10,10,9,10,52.5,-1.149492859840393
15,96,10,10,9,10,47.5,-1.3036057949066162
15,96,10,10,9,10,52.5,-1.149492859840393
15,96,10,10,9,10,49.5,-1.240097999572754
15,96,10,10,9,10,47.5,-1.3036057949066162
15,96,10,10,9,10,47.5,-1.3036057949066162
15,96,10,10,9,10,47.5,-1.3036057949066162
15,96,10,10,9,10,47.5,-1.3036057949066162
15,96,10,10,9,10,47.5,-1.3036057949066162
16,96,10,10,9,10,48.16666793823242,-1.28214430809021
6,97,10,9,10,10,91.33333587646484,-0.296878457069397
6,97,10,9,10,10,93.5,-0.26077592372894287
6,97,10,9,10,10,92.33333587646484,-0.28011029958724976
7,91,10,9,10,10,91.33333587646484,-0.296878457069397
7,91,10,9,10,10,91.33333587646484,-0.296878457069397
7,91,10,9,10,10,91.33333587646484,-0.296878457069397
7,91,10,9,10,10,90.16666412353516,-0.31667467951774597
7,91,10,9,10,10,89.16666412353516,-0.33384814858436584
7,91,10,9,10,10,87,-0.3717268109321594
7,91,10,9,10,10,88.16666412353516,-0.3512147068977356
7,91,10,9,10,10,86,-0.3895288109779358
7,91,10,9,10,10,84.83333587646484,-0.4105607867240906
7,91,10,9,10,10,83.83333587646484,-0.4288201928138733
10,95,9,9,10,9,119,0.1105751246213913
10,95,9,9,10,9,121,0.13624022901058197
10,95,9,9,10,9,127,0.21076332032680511
10,95,9,9,10,9,125.83333587646484,0.1965518295764923
10,95,9,9,10,9,125.83333587646484,0.1965518295764923
10,95,9,9,10,9,125.83333587646484,0.1965518295764923
11,93,9,9,10,9,124.33333587646484,0.1780860871076584
11,93,9,9,10,9,122.66666412353516,0.15730524063110352
11,93,9,9,10,9,121.66666412353516,0.1447010338306427
13,89,9,9,10,9,118.5,0.10409165918827055
13,89,9,9,10,9,116.33333587646484,0.07567677646875381
13,89,9,9,10,9,116.16666412353516,0.07346887141466141
13,89,9,9,10,9,107.66666412353516,-0.04353740438818931
15,85,9,9,10,9,109.83333587646484,-0.01285734493285417
16,86,9,9,10,9,109.83333587646484,-0.01285734493285417
16,86,9,9,10,9,108.83333587646484,-0.02694106660783291
16,86,9,9,10,9,113,0.03091078996658325
17,87,9,9,10,9,112,0.01722282916307449
17,87,9,9,10,9,112,0.01722282916307449
26,97,10,10,9,10,97.83333587646484,-0.19101521372795105
26,97,10,10,9,10,100,-0.15728506445884705
31,97,10,10,9,10,98,-0.18839393556118011
31,97,10,10,9,10,97.83333587646484,-0.19101521372795105
33,98,10,10,9,10,96.83333587646484,-0.20683544874191284
34,98,10,10,9,10,97.83333587646484,-0.19101521372795105
37,96,10,10,9,10,98.66666412353516,-0.1779543161392212
37,96,10,10,9,10,97.66666412353516,-0.19364090263843536
40,94,10,10,9,9,96.5,-0.2121455669403076
41,94,10,10,9,9,97.66666412353516,-0.19364090263843536
43,93,10,10,9,9,94.5,-0.24439473450183868
43,93,10,10,9,9,93.33333587646484,-0.26352351903915405
43,93,10,10,9,9,92.16666412353516,-0.2828924059867859
45,94,10,10,9,9,85.66666412353516,-0.3955085575580597
46,94,10,10,9,9,87.83333587646484,-0.3570476174354553
46,94,10,10,9,9,86.83333587646484,-0.3746792674064636
46,94,10,10,9,9,86.83333587646484,-0.3746792674064636
46,94,10,10,9,9,90,-0.31952357292175293
46,94,10,10,9,9,89,-0.33672860264778137
46,94,10,10,9,9,89,-0.33672860264778137
138,95,10,10,9,10,78.83333587646484,-0.5235124826431274
1,97,10,10,8,10,39,-1.6072134971618652
2,90,10,9,8,10,39,-1.6072134971618652
2,90,10,9,8,10,39,-1.6072134971618652
2,90,10,9,8,10,39,-1.6072134971618652
2,90,10,9,8,10,38,-1.6472115516662598
2,90,10,9,8,10,38,-1.6472115516662598
2,90,10,9,8,10,37,-1.6882765293121338
2,90,10,9,8,10,38,-1.6472115516662598
2,90,10,9,8,10,37,-1.6882765293121338
2,89,7,10,7,9,104,-0.09689122438430786
2,89,7,10,7,9,106.33333587646484,-0.06272566318511963
2,89,7,10,7,9,105,-0.0821562185883522
3,90,8,9,8,9,103.83333587646484,-0.09936125576496124
3,90,8,9,8,9,103.83333587646484,-0.09936125576496124
3,93,8,9,8,9,86.33333587646484,-0.3835718035697937
4,90,9,9,8,9,85.16666412353516,-0.40452226996421814
4,90,9,9,8,9,87.66666412353516,-0.35997214913368225
5,84,8,8,8,8,83,-0.44420355558395386
5,84,8,8,8,8,64,-0.8444966673851013
5,90,9,10,9,8,261.1666564941406,1.3209455013275146
3,97,10,10,9,10,95,-0.23626874387264252
3,97,10,10,9,10,103,-0.1117694079875946
3,97,10,10,9,10,101.83333587646484,-0.1293099969625473
3,97,10,10,9,10,101.83333587646484,-0.1293099969625473
4,100,10,10,9,10,102.83333587646484,-0.11426293104887009
4,100,10,10,9,10,99.66666412353516,-0.16242630779743197
4,100,10,10,9,10,98.5,-0.180557981133461
90,96,10,9,10,10,76,-0.579874575138092
90,96,10,9,10,10,77,-0.559745728969574
93,96,10,9,10,10,76,-0.579874575138092
97,96,10,9,10,10,80,-0.500890851020813
101,95,10,9,10,10,80,-0.500890851020813
101,95,10,9,10,10,80,-0.500890851020813
106,95,10,9,10,10,79,-0.5202605128288269
112,95,9,9,10,10,78,-0.5398761034011841
120,94,9,9,10,9,72,-0.6631293892860413
125,94,9,9,10,9,72,-0.6631293892860413
127,94,9,9,10,9,70,-0.7065083980560303
131,94,9,9,10,9,69,-0.7286644577980042
133,94,9,9,10,9,69,-0.7286644577980042
140,95,9,9,10,9,64,-0.8444966673851013
151,95,9,9,10,10,65,-0.820622444152832
158,94,9,9,10,10,65,-0.820622444152832
165,95,9,9,10,10,65,-0.820622444152832
168,95,9,9,10,10,67,-0.7739568948745728
174,95,9,9,10,10,66,-0.7971130609512329
180,95,9,9,10,10,66,-0.7971130609512329
1,100,10,10,10,10,149.1666717529297,0.458488792181015
1,100,10,10,10,10,148.1666717529297,0.4481306672096253
1,100,10,10,10,10,137.8333282470703,0.33681192994117737
1,100,10,10,10,10,141.1666717529297,0.3736076056957245
1,100,10,10,10,10,140.1666717529297,0.36266061663627625
1,100,10,10,10,10,140,0.3608286380767822
1,100,10,10,10,10,144.6666717529297,0.4113203287124634
1,100,10,10,10,10,143.5,0.3988512456417084
1,100,10,10,10,10,142.5,0.38808339834213257
5,99,10,10,10,10,154.6666717529297,0.5142428874969482
5,99,10,10,10,10,152.5,0.4925192594528198
5,99,10,10,10,10,150.5,0.4721914529800415
6,96,10,10,10,10,150.3333282470703,0.4704850316047669
7,97,10,10,10,10,151.5,0.48238876461982727
7,97,10,10,10,10,148.3333282470703,0.4498620629310608
7,97,10,10,10,10,147.1666717529297,0.43770280480384827
7,97,10,10,10,10,145,0.41486385464668274
7,97,10,10,10,10,146.1666717529297,0.4272037148475647
7,97,10,10,10,10,143,0.3934772312641144
7,97,10,10,10,10,139.8333282470703,0.3589944839477539
7,97,10,10,10,10,138.6666717529297,0.34609362483024597
7,97,10,10,10,10,129.1666717529297,0.2368117123842239
7,97,10,10,10,10,132.1666717529297,0.27216675877571106
10,98,10,10,10,9,106.5,-0.0603136345744133
12,97,10,10,10,9,105.33333587646484,-0.07727563381195068
12,97,10,10,10,9,105.33333587646484,-0.07727563381195068
13,95,10,10,10,9,106.33333587646484,-0.06272566318511963
15,96,10,10,10,10,104.16666412353516,-0.09442559629678726
16,96,10,10,10,10,103,-0.1117694079875946
17,96,10,10,10,10,107,-0.053101796656847
18,97,10,10,10,10,104.66666412353516,-0.08705222606658936
18,97,10,10,10,10,98.33333587646484,-0.1831653118133545
18,97,10,10,10,10,97.33333587646484,-0.19890476763248444
18,97,10,10,10,10,90.5,-0.3109930157661438
18,97,10,10,10,10,92.66666412353516,-0.2745615541934967
18,97,10,10,10,10,91.66666412353516,-0.2912687659263611
19,97,10,10,10,10,91.66666412353516,-0.2912687659263611
19,97,10,10,10,10,95,-0.23626874387264252
20,97,10,10,10,10,93.83333587646484,-0.2552962005138397
19,99,10,10,10,10,71,-0.6846657991409302
20,99,10,10,10,10,73,-0.6418896317481995
21,99,10,10,10,10,71,-0.6846657991409302
21,99,10,10,10,10,71,-0.6846657991409302
25,99,10,10,10,10,71,-0.6846657991409302
26,99,10,10,10,10,71,-0.6846657991409302
29,99,10,10,10,10,70,-0.7065083980560303
30,99,10,10,10,10,69,-0.7286644577980042
31,99,10,10,10,10,68,-0.7511444091796875
32,99,10,10,10,10,69,-0.7286644577980042
34,99,10,10,10,10,66,-0.7971130609512329
35,99,10,10,10,10,65,-0.820622444152832
35,99,10,10,10,10,61,-0.9184235334396362
35,99,10,10,10,10,62,-0.8933847546577454
37,98,10,10,10,10,62,-0.8933847546577454
38,98,10,10,10,10,61,-0.9184235334396362
39,98,10,10,10,10,64,-0.8444966673851013
39,98,10,10,10,10,63,-0.8687468767166138
40,98,10,10,10,10,63,-0.8687468767166138
75,99,10,10,10,10,41,-1.530205249786377
23,98,10,10,10,10,123.5,0.167730912566185
26,98,10,10,10,10,125.66666412353516,0.1945113390684128
29,98,10,10,10,10,123.5,0.167730912566185
29,98,10,10,10,10,122.33333587646484,0.15311485528945923
34,98,10,10,10,10,132.8333282470703,0.27991461753845215
34,98,10,10,10,10,131.5,0.26438000798225403
34,98,10,10,10,10,129.1666717529297,0.2368117123842239
34,98,10,10,10,10,127,0.21076332032680511
34,98,10,10,10,10,125.83333587646484,0.1965518295764923
34,98,10,10,10,10,127,0.21076332032680511
36,98,10,10,10,10,114.83333587646484,0.05569258704781532
38,98,10,10,10,10,121.66666412353516,0.1447010338306427
38,98,10,10,10,10,120.5,0.12986396253108978
39,98,10,10,10,10,112,0.01722282916307449
40,98,10,10,10,10,114.16666412353516,0.04672735184431076
41,98,10,10,10,10,114,0.04447759687900543
41,98,10,10,10,10,114,0.04447759687900543
43,98,10,10,10,10,117.33333587646484,0.08885663002729416
45,97,10,10,10,10,116.16666412353516,0.07346887141466141
46,97,10,10,10,10,116.16666412353516,0.07346887141466141
1,74,8,10,6,6,70,-0.7065083980560303
1,74,8,10,6,6,72,-0.6631293892860413
1,74,8,10,6,6,70,-0.7065083980560303
1,74,8,10,6,6,70,-0.7065083980560303
1,74,8,10,6,6,70,-0.7065083980560303
1,60,8,10,6,6,70,-0.7065083980560303
1,60,8,10,6,6,69,-0.7286644577980042
2,80,9,10,8,8,68,-0.7511444091796875
2,80,9,10,8,8,67,-0.7739568948745728
2,80,9,10,8,8,68,-0.7511444091796875
2,80,9,10,8,8,66,-0.7971130609512329
2,80,9,10,8,8,65,-0.820622444152832
2,80,9,10,8,8,64,-0.8444966673851013
2,80,9,10,8,8,60,-0.9438757300376892
2,80,9,10,8,8,61,-0.9184235334396362
2,80,9,10,8,8,61,-0.9184235334396362
2,80,9,10,8,8,61,-0.9184235334396362
2,80,9,10,8,8,72,-0.6631293892860413
2,80,9,10,8,8,71,-0.6846657991409302
2,80,9,10,8,8,61.5,-0.9058531522750854
12,95,9,10,9,9,425.5,2.072551965713501
13,95,9,10,9,9,434,2.10300874710083
16,95,9,10,9,9,389.5,1.9364278316497805
16,95,9,10,9,9,385.3333435058594,1.9198668003082275
18,95,9,10,9,9,385.1666564941406,1.919200778007507
20,96,9,10,9,9,387.3333435058594,1.9278385639190672
22,96,9,10,9,9,379.8333435058594,1.897729754447937
23,95,9,10,9,9,375.5,1.880061388015747
23,95,9,10,9,9,370.1666564941406,1.858033776283264
24,95,9,10,9,9,364.8333435058594,1.8356868028640747
24,95,9,10,9,9,358.3333435058594,1.8080047369003296
24,95,9,10,9,9,355,1.7936140298843384
25,92,9,10,9,9,331.3333435058594,1.687375545501709
26,93,9,10,9,9,327.6666564941406,1.67024028301239
28,93,9,10,9,9,326.5,1.6647473573684692
28,93,9,10,9,9,380.3333435058594,1.899755597114563
28,93,9,10,9,9,360.1666564941406,1.8158626556396484
29,93,9,10,9,9,359.1666564941406,1.8115819692611697
11,96,10,9,10,10,115,0.05792618915438652
14,93,9,9,10,9,113,0.03091078996658325
15,92,9,9,10,9,112,0.01722282916307449
17,93,9,9,10,9,112,0.01722282916307449
22,91,9,9,10,9,113,0.03091078996658325
23,91,9,9,10,9,111,0.0034129845444113
24,91,9,9,10,9,109,-0.02458484657108783
24,91,9,9,10,9,108,-0.03877723962068558
24,91,9,9,10,9,109,-0.02458484657108783
24,91,9,9,10,9,106,-0.06755998730659485
25,91,9,9,10,9,104,-0.09689122438430786
25,91,9,9,10,9,103,-0.1117694079875946
25,91,9,9,10,9,112,0.01722282916307449
26,92,10,9,10,9,114,0.04447759687900543
26,92,10,9,10,9,114,0.04447759687900543
26,92,10,9,10,9,114,0.04447759687900543
2,99,10,10,10,10,128.5,0.2288435846567154
2,99,10,10,10,10,128.5,0.2288435846567154
3,93,10,10,10,10,127.33333587646484,0.21479950845241547
3,93,10,10,10,10,127.33333587646484,0.21479950845241547
5,98,10,10,10,9,147,0.43595823645591736
7,97,10,9,10,9,162,0.5855749249458313
7,97,10,9,10,9,160,0.5664461255073547
7,97,10,9,10,9,160,0.5664461255073547
7,97,10,9,10,9,161,0.5760399103164673
7,97,10,9,10,9,158,0.5470765233039856
7,97,10,9,10,9,156,0.5274609327316284
7,97,10,9,10,9,154,0.5075913071632385
7,97,10,9,10,9,156,0.5274609327316284
7,97,10,9,10,9,152,0.48746246099472046
7,97,10,9,10,9,149,0.4567669630050659
7,97,10,9,10,9,148,0.4463978409767151
7,97,10,9,10,9,138,0.3386725187301636
7,97,10,9,10,9,140,0.3608286380767822
7,97,10,9,10,9,139,0.3497906029224396
7,97,10,9,10,9,152,0.48746246099472046
7,97,10,9,10,9,157,0.5372999310493469
7,97,10,9,10,9,155,0.5175580382347107
10,98,10,10,10,10,123,0.16148386895656586
54,98,10,10,10,10,59.5,-0.95676189661026
59,97,10,10,10,10,70.5,-0.6955481767654419
60,97,10,10,10,10,59.66666793823242,-0.9524540305137634
61,97,10,10,10,10,59.66666793823242,-0.9524540305137634
61,97,10,10,10,10,58.66666793823242,-0.9784803986549376
62,96,10,10,10,10,68.16666412353516,-0.7473747134208679
67,96,10,10,10,10,62.83333206176758,-0.8728256821632385
73,96,10,10,10,10,61.83333206176758,-0.897529661655426
75,96,10,10,10,10,53,-1.1348973512649536
76,96,10,10,10,10,44,-1.421465277671814
83,97,10,10,10,10,42,-1.4930986166000366
86,97,10,10,10,10,37.83333206176758,-1.6539798974990845
87,97,10,10,10,10,37.83333206176758,-1.6539798974990845
90,97,10,10,10,10,34.66666793823242,-1.7885804176330566
98,97,10,10,10,10,35.66666793823242,-1.7447905540466309
104,96,10,10,10,10,35.66666793823242,-1.7447905540466309
110,97,10,10,10,10,35.66666793823242,-1.7447905540466309
115,97,10,10,10,10,62.5,-0.8810162544250488
120,97,10,10,10,10,40.5,-1.549099087715149
124,97,10,10,10,10,84.5,-0.4166235029697418
1,100,8,6,8,8,152.6666717529297,0.4942014217376709
1,100,8,6,8,8,164,0.6044687628746033
1,100,8,6,8,8,161.6666717529297,0.5824029445648193
1,100,8,6,8,8,158.5,0.5519416928291321
1,100,8,6,8,8,157.3333282470703,0.5405659079551697
1,100,8,6,8,8,147.3333282470703,0.43944594264030457
2,90,8,8,9,7,149.6666717529297,0.46364104747772217
2,90,8,8,9,7,148.5,0.45159122347831726
2,90,8,8,9,7,154,0.5075913071632385
2,90,8,8,9,7,151.8333282470703,0.4857729375362396
2,90,8,8,9,7,151.8333282470703,0.4857729375362396
2,90,8,8,9,7,126.5,0.20468883216381073
10,97,9,10,10,9,108,-0.03877723962068558
11,97,9,10,10,9,110,-0.01052241772413253
11,97,9,10,10,9,109,-0.02458484657108783
11,97,9,10,10,9,108,-0.03877723962068558
11,97,9,10,10,9,108,-0.03877723962068558
11,97,9,10,10,9,105.83333587646484,-0.06998302787542343
11,97,9,10,10,9,104.83333587646484,-0.08460202068090439
11,97,9,10,10,9,103.83333587646484,-0.09936125576496124
11,97,9,10,10,9,104.83333587646484,-0.08460202068090439
11,97,9,10,10,9,101.66666412353516,-0.13183289766311646
11,97,9,10,10,9,99.66666412353516,-0.16242630779743197
11,97,9,10,10,9,98.66666412353516,-0.1779543161392212
2,100,10,10,10,10,246,1.2288209199905396
2,100,10,10,10,10,243.8333282470703,1.215198278427124
2,100,10,10,10,10,242.8333282470703,1.208870530128479
2,100,10,10,10,10,244.8333282470703,1.2215003967285156
3,100,10,10,10,10,236.6666717529297,1.1692619323730469
3,100,10,10,10,10,233.5,1.1485192775726318
3,100,10,10,10,10,236.6666717529297,1.1692619323730469
3,100,10,10,10,10,230.5,1.1286070346832275
3,100,10,10,10,10,182.3333282470703,0.7676455974578857
3,100,10,10,10,10,181.1666717529297,0.7577618360519409
3,100,10,10,10,10,168.6666717529297,0.6476736664772034
3,100,10,10,10,10,171.8333282470703,0.6763154864311218
3,100,10,10,10,10,170.8333282470703,0.6673281788825989
3,100,10,10,10,10,176,0.713208794593811
3,100,10,10,10,10,175,0.7044344544410706
3,100,10,10,10,10,174,0.6956101655960083
35,96,10,10,9,9,104,-0.09689122438430786
37,96,10,10,9,10,106,-0.06755998730659485
41,95,10,10,9,9,108,-0.03877723962068558
43,94,10,10,9,9,107,-0.053101796656847
45,94,10,10,9,9,104,-0.09689122438430786
47,93,10,10,9,9,104,-0.09689122438430786
50,94,10,10,9,9,101,-0.141963392496109
50,94,10,10,9,9,100,-0.15728506445884705
51,94,10,10,9,9,101,-0.141963392496109
51,94,10,10,9,9,98,-0.18839393556118011
51,94,10,10,9,9,96,-0.22014454007148743
51,94,10,10,9,9,95,-0.23626874387264252
51,94,10,10,9,9,89,-0.33672860264778137
53,94,10,10,9,9,91,-0.30250871181488037
54,94,10,10,9,9,78,-0.5398761034011841
55,94,10,10,9,9,78,-0.5398761034011841
59,93,10,10,9,9,80,-0.500890851020813
62,93,9,10,9,9,80,-0.500890851020813
163,93,10,10,9,9,72,-0.6631293892860413
8,97,10,9,10,10,90,-0.31952357292175293
8,97,10,9,10,10,92,-0.2856796085834503
8,97,10,9,10,10,90,-0.31952357292175293
9,98,10,10,10,10,90,-0.31952357292175293
9,98,10,10,10,10,88,-0.35412824153900146
9,98,10,10,10,10,86,-0.3895288109779358
9,98,10,10,10,10,87,-0.3717268109321594
9,98,10,10,10,10,85,-0.4075385928153992
9,98,10,10,10,10,83,-0.44420355558395386
9,98,10,10,10,10,82,-0.4628682732582092
11,96,10,9,10,10,77,-0.559745728969574
11,96,10,9,10,10,78,-0.5398761034011841
11,96,10,9,10,10,78,-0.5398761034011841
11,96,10,9,10,10,78,-0.5398761034011841
12,97,10,9,10,10,80,-0.500890851020813
12,97,10,9,10,10,101,-0.141963392496109
12,97,10,9,10,10,100,-0.15728506445884705
3,96,10,10,9,9,57,-1.0228594541549685
4,97,10,10,9,10,58,-0.9960789680480956
10,97,10,10,8,10,57,-1.0228594541549685
13,100,10,10,9,10,61,-0.9184235334396362
16,100,10,10,9,10,62,-0.8933847546577454
18,100,10,10,9,10,60,-0.9438757300376892
20,100,10,10,9,10,46,-1.3530166149139404
21,100,10,10,9,10,43,-1.4568654298782349
21,100,10,10,9,10,40,-1.5682278871536257
7,96,10,10,10,9,239,1.184368371963501
11,96,10,10,9,9,243.3333282470703,1.2120380401611328
14,96,10,10,9,10,240.1666717529297,1.1918673515319824
17,94,10,9,9,9,237,1.171428680419922
20,94,10,9,9,9,237,1.171428680419922
24,94,10,9,9,9,238,1.1779121160507202
26,94,10,9,9,9,233.8333282470703,1.1507153511047363
26,94,10,9,9,9,230.6666717529297,1.1297200918197632
30,95,10,9,9,9,227.5,1.1084340810775757
31,95,10,9,9,9,230.6666717529297,1.1297200918197632
31,95,10,9,9,9,224.3333282470703,1.0868499279022217
32,95,10,9,9,9,220.1666717529297,1.0579805374145508
32,95,10,9,9,9,218.1666717529297,1.0439283847808838
32,95,10,9,9,9,203.5,0.9367663264274596
32,95,10,9,9,9,207.6666717529297,0.9679757356643676
33,95,10,9,9,10,206.5,0.9593005776405334
33,95,10,9,9,10,206.5,0.9593005776405334
35,95,10,9,9,10,212.8333282470703,1.0058177709579468
36,95,10,9,9,10,210.8333282470703,0.9912794828414916
39,95,10,9,9,10,210.8333282470703,0.9912794828414916
24,95,9,10,10,9,81,-0.4817621111869812
27,95,9,10,10,9,82,-0.4628682732582092
30,92,9,10,10,9,75,-0.6002699136734009
33,93,9,10,10,9,75,-0.6002699136734009
34,93,9,10,10,9,74,-0.6209391951560974
35,93,9,10,10,9,73,-0.6418896317481995
37,93,9,10,10,9,71,-0.6846657991409302
38,94,9,10,10,9,70,-0.7065083980560303
38,94,9,10,10,9,69,-0.7286644577980042
38,94,9,10,10,9,65,-0.820622444152832
38,94,9,10,10,9,66,-0.7971130609512329
38,94,9,10,10,9,66,-0.7971130609512329
39,94,9,10,10,9,68,-0.7511444091796875
40,94,9,10,10,9,72,-0.6631293892860413
41,94,9,10,10,9,72,-0.6631293892860413
10,95,10,10,9,9,101,-0.141963392496109
12,95,10,9,9,9,103,-0.1117694079875946
12,95,10,9,9,9,101,-0.141963392496109
12,95,10,9,9,9,100,-0.15728506445884705
12,95,10,9,9,9,100,-0.15728506445884705
12,93,10,9,9,9,160,0.5664461255073547
12,93,10,9,9,9,160,0.5664461255073547
12,93,10,9,9,9,165,0.6138297319412231
12,93,10,9,9,9,164,0.6044687628746033
12,93,10,9,9,9,163,0.5950504541397095
32,94,9,9,9,9,47,-1.319900631904602
38,93,9,9,9,9,48,-1.2874815464019775
39,92,9,9,9,9,47,-1.319900631904602
43,93,9,9,9,9,47,-1.319900631904602
43,93,9,9,9,9,47,-1.319900631904602
46,93,9,9,9,9,46,-1.3530166149139404
2,100,10,10,0,0,252.3333282470703,1.2679624557495115
34,96,10,9,9,10,228,1.1118146181106567
38,95,10,9,9,9,233.3333282470703,1.1474193334579468
40,95,10,9,9,9,229.1666717529297,1.1196740865707395
43,94,10,9,9,9,227,1.105046272277832
43,94,10,9,9,9,227,1.105046272277832
46,94,10,9,9,9,228,1.1118146181106567
47,93,10,9,9,9,223.8333282470703,1.0834137201309204
50,94,10,9,9,9,220.6666717529297,1.0614734888076782
52,94,10,9,9,9,217.5,1.0392160415649414
54,94,10,9,9,9,220.6666717529297,1.0614734888076782
56,94,10,9,9,9,214.3333282470703,1.016631841659546
57,94,10,9,9,9,210.1666717529297,0.9864025712013244
58,92,10,9,9,9,209.1666717529297,0.979058563709259
61,93,10,9,9,9,194.5,0.8671127557754517
62,92,10,9,9,9,198.6666717529297,0.8997518420219421
63,92,10,9,9,9,197.5,0.8906823396682739
64,92,10,9,9,9,197.5,0.8906823396682739
66,92,10,9,9,9,203.8333282470703,0.9392862319946288
66,92,10,9,9,9,201.8333282470703,0.9241026043891908
67,92,10,9,9,9,201.8333282470703,0.9241026043891908
3,98,10,10,10,10,96.66666412353516,-0.2094883024692535
4,95,10,10,10,10,95.5,-0.22818534076213837
3,80,7,9,7,9,39.33333206176758,-1.5941081047058103
3,80,7,9,7,9,41.16666793823242,-1.5239582061767578
4,83,7,9,8,9,41.16666793823242,-1.5239582061767578
4,85,7,9,8,9,41.16666793823242,-1.5239582061767578
4,85,7,9,8,9,41.16666793823242,-1.5239582061767578
6,90,8,9,9,9,41.16666793823242,-1.5239582061767578
6,90,8,9,9,9,40.16666793823242,-1.561825156211853
7,91,9,9,9,9,40,-1.5682278871536257
8,93,9,9,9,10,39,-1.6072134971618652
9,89,9,9,8,9,40,-1.5682278871536257
9,89,9,9,8,9,39,-1.6072134971618652
9,89,9,9,8,9,38,-1.6472115516662598
9,89,9,9,8,9,37.83333206176758,-1.6539798974990845
9,89,9,9,8,9,34.66666793823242,-1.7885804176330566
9,89,9,9,8,9,35.66666793823242,-1.7447905540466309
10,90,9,9,9,9,35.66666793823242,-1.7447905540466309
11,91,9,9,9,9,35.66666793823242,-1.7447905540466309
11,91,9,9,9,9,36.83333206176758,-1.6952284574508667
11,91,9,9,9,9,36.83333206176758,-1.6952284574508667
11,91,9,9,9,9,35.83333206176758,-1.7376117706298828
26,94,9,10,9,10,34,-1.8184814453125
10,91,10,8,9,9,76,-0.579874575138092
11,91,10,8,9,9,77,-0.559745728969574
11,91,10,8,9,9,76,-0.579874575138092
11,89,10,8,9,9,75,-0.6002699136734009
15,89,9,8,9,9,75,-0.6002699136734009
15,89,9,8,9,9,76,-0.579874575138092
16,89,10,8,9,9,74,-0.6209391951560974
16,89,10,8,9,9,73,-0.6418896317481995
16,89,10,8,9,9,72,-0.6631293892860413
16,89,10,8,9,9,73,-0.6418896317481995
17,86,9,8,9,8,71,-0.6846657991409302
18,87,9,8,9,8,70,-0.7065083980560303
18,87,9,8,9,8,69,-0.7286644577980042
18,87,9,8,9,8,65,-0.820622444152832
18,87,9,8,9,8,66,-0.7971130609512329
14,96,10,10,9,9,121.83333587646484,0.14680834114551544
16,96,10,10,9,9,124,0.17395223677158356
17,96,10,10,9,9,122,0.1489134430885315
17,97,10,10,9,9,120.83333587646484,0.1341174989938736
20,98,10,10,9,9,120.83333587646484,0.1341174989938736
20,98,10,10,9,9,121.83333587646484,0.14680834114551544
26,98,10,10,9,9,119.66666412353516,0.11917763948440552
